region_id,region_name,country_iso_alpha_3,pipeline_status,pop_size,avg_age,num_households,avg_household_size,avg_household_income,num_residence_loc,num_activity_loc,avg_num_activity,avg_travel_distance
160021341,Dale,USA,9,43888,39.9,18803,2.3,56714,22715,1175,4.6,41.0
160021342,Dallas,USA,9,37969,39.9,16435,2.3,44347,19995,1437,4.5,32.4
160021346,Dekalb,USA,9,63720,39,25354,2.5,51613,42476,1671,4.4,46.8
160021360,Elmore,USA,9,71194,39.6,28992,2.5,70370,36758,1998,4.1,44.8
160021362,Escambia,USA,9,30290,41.9,13130,2.3,47831,19667,1380,4.5,49.9
160021363,Etowah,USA,9,90862,41.9,38944,2.3,55328,53536,3930,4.5,35.0
160021367,Fayette,USA,9,16150,42.5,6942,2.3,50285,10984,496,4.2,57.3
160021375,Franklin,USA,9,28832,39,11482,2.5,50867,17217,710,4.4,48.8
160021377,Geneva,USA,9,25505,41.2,10689,2.4,52340,17216,611,4.1,50.4
160021385,Greene,USA,9,6625,42.2,3020,2.2,35111,5453,193,4.3,65.2
160021393,Hale,USA,9,12995,42.3,5644,2.3,49793,9031,320,4.1,56.9
160021403,Henry,USA,9,15450,43,6723,2.3,59100,11726,407,4.1,47.3
160021408,Houston,USA,9,91404,40.5,39539,2.3,60551,49672,4629,4.8,25.9
160021414,Jackson,USA,9,46790,42.7,20325,2.3,50999,32910,1498,4.5,50.1
160021423,Jefferson,USA,9,602981,39.4,260472,2.3,70347,264267,29303,4.9,33.2
160021432,Lamar,USA,9,14045,41.6,6000,2.3,49479,9494,323,4.4,55.0
160021438,Lauderdale,USA,9,88021,41.5,38561,2.3,59420,45655,3648,4.5,36.5
160021442,Lawrence,USA,9,31294,40.6,13036,2.4,54140,22151,739,4.0,52.9
160021447,Lee,USA,9,141191,35.6,58759,2.4,65461,59395,4518,4.6,42.8
160021451,Limestone,USA,9,78394,39.7,32275,2.4,69918,43638,2309,4.3,46.1
160021455,Lowndes,USA,9,10055,40.4,4305,2.3,43119,7030,215,4.1,62.3
160021460,Macon,USA,9,17349,41.5,7827,2.2,44725,11018,582,4.4,44.7
160021463,Madison,USA,9,332973,39.3,141880,2.3,81316,161007,14177,4.8,28.3
160021464,Marengo,USA,9,16923,41.1,7964,2.1,48832,11581,676,4.5,59.9
160021467,Marion,USA,9,28588,42.6,12425,2.3,52006,18082,864,4.5,52.9
160021471,Marshall,USA,9,86422,38.6,34521,2.5,57061,50004,3143,4.6,42.1
160021478,Mobile,USA,9,369273,39.3,153367,2.4,61087,185487,16470,4.7,29.3
160021479,Monroe,USA,9,17263,43.5,8191,2.1,41478,11774,621,4.6,41.5
160021484,Montgomery,USA,9,209733,38.1,89613,2.3,64573,85433,11272,5.0,21.0
160021486,Morgan,USA,9,107730,40.5,45775,2.4,60804,57444,4574,4.6,39.2
160021503,Perry,USA,9,6545,43.6,3037,2.2,33011,5575,170,4.3,53.1
160021505,Pickens,USA,9,16828,41.7,7559,2.2,49577,12492,350,4.2,58.1
160021510,Pike,USA,9,27287,38.7,12252,2.2,49714,16438,934,4.8,32.0
160021521,Randolph,USA,9,20644,41.9,8844,2.3,50145,15487,538,4.5,45.0
160021526,Russell,USA,9,54007,37.5,22589,2.4,51307,24513,1329,4.6,35.7
160021533,Shelby,USA,9,192827,38.8,76690,2.5,92668,77753,6783,4.4,41.5
160021538,St. Clair,USA,9,80564,40,32381,2.5,63868,41700,2094,4.1,58.3
160021542,Sumter,USA,9,10395,41.3,5039,2.1,34504,7274,264,4.5,51.1
160021548,Talladega,USA,9,73001,41.3,31540,2.3,51434,38956,2281,4.6,53.1
160021550,Tallapoosa,USA,9,37865,43,16341,2.3,54567,23518,1446,4.5,50.0
160021566,Tuscaloosa,USA,9,171507,37.8,71204,2.4,66342,87509,6994,4.7,31.0
160021573,Walker,USA,9,61248,41.3,25061,2.4,52843,39909,1738,4.5,45.6
160021579,Washington,USA,9,14258,42.4,5997,2.4,54144,10198,247,4.2,80.3
160021590,Wilcox,USA,9,7999,43.2,3841,2.1,39067,6507,295,4.5,65.3
160021596,Winston,USA,9,21630,42.7,9428,2.3,47870,18242,519,4.4,57.0
160020051,Apache,USA,9,54324,38.1,19493,2.8,43138,30254,634,4.4,211.5
160020072,Cochise,USA,9,117078,42.1,49070,2.4,61087,55521,4182,4.6,66.8
160020073,Coconino,USA,9,122757,36.9,47472,2.6,70554,59542,5796,4.6,117.0
160020100,Gila,USA,9,51161,44.8,21521,2.4,54040,31833,1733,4.5,94.2
160020103,Graham,USA,9,31015,36.5,10948,2.8,56062,14390,899,4.4,49.4
160020107,Greenlee,USA,9,8938,36.3,3355,2.7,67561,5038,106,4.8,60.0
160020123,La Paz,USA,9,18788,50.2,8761,2.1,46595,14615,668,4.6,65.1
160020136,Maricopa,USA,9,3812036,37.7,1484573,2.6,79611,1336521,127300,4.6,45.4
160020142,Mohave,USA,9,191638,46.6,83757,2.3,54026,119578,7022,4.5,88.6
160020149,Navajo,USA,9,94855,38.5,34168,2.8,51600,53507,2919,4.5,142.5
160020157,Pima,USA,9,909887,40.3,385604,2.4,66416,453302,29964,4.6,34.2
160020158,Pinal,USA,9,343882,39.9,132985,2.6,63988,158541,5224,4.2,74.7
160020180,Santa Cruz,USA,9,43925,38.3,15536,2.8,54824,15222,1529,4.4,40.6
160020209,Yavapai,USA,9,208219,47.7,94201,2.2,62402,120462,9002,4.6,59.7
160020211,Yuma,USA,9,199369,37.6,71511,2.8,56573,76979,4492,4.5,26.5
160020229,Arkansas,USA,9,17388,41.3,7684,2.3,54123,11060,880,4.7,41.3
160020232,Ashley,USA,9,19671,40.1,8131,2.4,52345,11154,766,4.4,43.7
160020250,Baxter,USA,9,39511,47.7,18325,2.2,52073,25923,1943,4.7,31.7
160020260,Benton,USA,9,243792,36.2,90773,2.7,82635,87002,7966,4.6,33.5
160020270,Boone,USA,9,35041,41.8,14850,2.4,54594,22476,1651,4.8,34.3
160020278,Bradley,USA,9,10222,41.4,4550,2.2,52886,6330,402,4.5,37.6
160020308,Calhoun,USA,9,4797,42,2057,2.3,52379,3206,80,4.3,57.7
160020321,Carroll,USA,9,24846,43.7,10794,2.3,52997,18936,1465,4.6,45.5
160020348,Chicot,USA,9,10085,40.7,4306,2.3,47297,6196,425,4.5,48.5
160020356,Clark,USA,9,20265,39.1,8774,2.3,49828,10828,879,4.6,51.9
160020362,Clay,USA,9,14348,42.4,6422,2.2,42392,11533,482,4.4,45.9
160020366,Cleburne,USA,9,24023,45,10632,2.3,58065,17535,928,4.5,50.6
160020367,Cleveland,USA,9,7808,41.2,3290,2.4,57670,5175,100,3.8,69.2
160020383,Columbia,USA,9,22379,38.8,9272,2.4,50959,10342,886,4.6,33.9
160020389,Conway,USA,9,19128,41.7,8163,2.3,55375,12760,702,4.6,45.4
160020398,Craighead,USA,9,97857,36.7,39671,2.5,62705,37638,3963,4.7,25.5
160020403,Crawford,USA,9,61433,38.3,23831,2.6,55193,26870,1526,4.2,32.8
160020405,Crittenden,USA,9,45775,37,18557,2.5,53079,20353,1679,4.6,25.0
160020408,Cross,USA,9,16839,40.1,6715,2.5,54591,7801,580,4.5,32.9
160020417,Dallas,USA,9,7027,42.7,3106,2.3,42620,3813,318,4.7,56.6
160020438,Desha,USA,9,12200,39.6,5225,2.3,41347,6992,471,4.6,47.4
160020456,Drew,USA,9,16056,40.2,7025,2.3,51395,8293,621,4.7,40.8
160020478,Faulkner,USA,9,107665,36.3,43695,2.5,64724,47327,3745,4.4,35.4
160020492,Franklin,USA,9,16122,41.4,6854,2.4,49576,10057,493,4.3,55.1
160020499,Fulton,USA,9,12879,42.2,5115,2.5,47811,9414,249,4.2,72.8
160020507,Garland,USA,9,89043,44,39961,2.2,56956,45994,4490,4.7,31.0
160020525,Grant,USA,9,17230,39.7,6828,2.5,62032,8007,490,4.1,61.3
160020532,Greene,USA,9,42384,38,16794,2.5,57536,21896,1269,4.5,31.4
160020576,Hempstead,USA,9,19155,39.9,7876,2.4,49020,11408,688,4.7,38.8
160020591,Hot Spring,USA,9,28799,41.8,12252,2.4,51677,15761,781,4.3,49.5
160020596,Howard,USA,9,12003,39.6,5021,2.4,52552,8386,495,4.9,41.0
160020608,Independence,USA,9,35252,39.7,14197,2.5,56671,19667,1321,4.7,35.0
160020612,Izard,USA,9,11498,44.8,5184,2.2,48009,9489,272,4.6,50.7
160020617,Jackson,USA,9,13763,41.5,6169,2.2,47516,8980,527,4.6,45.5
160020629,Jefferson,USA,9,61460,40.5,27282,2.3,51774,26753,2635,4.7,30.1
160020637,Johnson,USA,9,24497,39,9875,2.5,47164,12799,730,4.6,34.2
160020675,Lafayette,USA,9,6085,43.5,2855,2.1,49154,4671,191,4.3,52.7
160020685,Lawrence,USA,9,15732,40.8,6582,2.4,47056,10668,488,4.4,45.4
160020690,Lee,USA,9,8180,40.3,3526,2.3,40409,4999,241,4.3,36.8
160020698,Lincoln,USA,9,9798,41.3,3922,2.5,50962,5880,218,4.3,49.2
160020707,Little River,USA,9,11976,41.7,5289,2.3,51722,7565,405,4.5,41.7
160020713,Logan,USA,9,20625,40.6,8256,2.5,50546,13727,594,4.3,54.1
160020715,Lonoke,USA,9,68461,36.7,26228,2.6,66568,30416,1533,4.0,50.8
160020730,Madison,USA,9,15059,41.6,6172,2.4,57073,13347,303,4.1,59.3
160020737,Marion,USA,9,14469,47.2,6652,2.2,44111,11348,422,4.4,46.7
160020771,Miller,USA,9,40000,39.9,16950,2.4,53641,21290,1468,4.6,32.1
160020777,Mississippi,USA,9,40927,38,17188,2.4,49691,20863,1454,4.6,37.2
160020784,Monroe,USA,9,7127,43.2,3322,2.1,45055,5016,336,4.6,48.7
160020787,Montgomery,USA,9,8630,46.2,3846,2.2,48200,6846,240,4.2,64.2
160020810,Nevada,USA,9,7952,41.7,3435,2.3,44827,4349,243,4.3,51.8
160020812,Newton,USA,9,7554,43.4,3145,2.4,43519,7955,71,4.1,69.0
160020838,Ouachita,USA,9,21977,42.1,9973,2.2,46103,12493,865,4.4,44.8
160020855,Perry,USA,9,9019,43,3689,2.4,57668,6421,200,3.9,63.1
160020861,Phillips,USA,9,17859,39.5,7815,2.3,44354,10342,634,4.6,31.5
160020863,Pike,USA,9,10470,40.5,4307,2.4,49051,6875,369,4.4,60.0
160020870,Poinsett,USA,9,23377,39.4,9462,2.5,45090,12437,701,4.2,44.8
160020872,Polk,USA,9,19155,41.9,8043,2.4,44774,15054,758,4.6,35.5
160020877,Pope,USA,9,54690,39.2,23086,2.4,54893,26708,2260,4.7,31.7
160020884,Prairie,USA,9,9295,41.3,3917,2.4,49798,5607,203,4.1,62.5
160020888,Pulaski,USA,9,350507,38.7,155065,2.3,70266,175530,19938,5.1,26.3
160020894,Randolph,USA,9,17477,40,7330,2.4,47308,11701,537,4.4,44.8
160020929,Saline,USA,9,107646,39.4,43147,2.5,73446,48724,2691,4.1,41.8
160020941,Scott,USA,9,9578,40.7,3950,2.4,45816,7153,247,4.5,49.8
160020946,Searcy,USA,9,7568,44.4,3326,2.3,47634,6674,198,4.3,57.9
160020947,Sebastian,USA,9,120197,38.7,50081,2.4,57261,51489,5398,4.8,24.3
160020951,Sevier,USA,9,16087,36.7,5932,2.7,50590,9104,519,4.4,38.4
160020957,Sharp,USA,9,16900,43.2,7288,2.3,42868,11702,457,4.3,54.5
160020975,St. Francis,USA,9,21259,40.3,9303,2.3,44308,9257,807,4.6,38.0
160020990,Stone,USA,9,11453,45,4905,2.3,46963,7723,476,4.5,42.3
160021026,Union,USA,9,37527,40.3,16139,2.3,55932,19799,1816,4.7,33.1
160021033,Van Buren,USA,9,15542,45.4,6857,2.3,46484,9931,523,4.4,56.9
160021053,Washington,USA,9,208277,35.3,84143,2.5,66882,85538,7917,4.6,30.3
160021065,White,USA,9,73107,38.5,29085,2.5,58856,38370,2299,4.5,47.9
160021079,Woodruff,USA,9,6078,43.7,2870,2.1,44069,4560,191,4.4,51.3
160021089,Yell,USA,9,19171,39.6,7513,2.6,52040,11779,387,4.2,49.8
160019937,Alameda,USA,9,1512196,38.3,567688,2.7,113684,562282,56208,4.6,43.6
160019938,Alpine,USA,9,701,46.3,303,2.3,78953,1194,70,5.2,91.9
160019939,Amador,USA,9,32430,46.8,14174,2.3,76051,19302,1609,4.5,59.4
160019942,Butte,USA,9,204382,40.2,85908,2.4,65423,102695,8615,4.6,41.7
160019943,Calaveras,USA,9,40258,48,17763,2.3,76143,31024,1394,4.3,63.6
160019950,Colusa,USA,9,19734,38.3,7017,2.8,71066,10079,636,4.5,49.3
160019951,Contra Costa,USA,9,1060339,39.1,388076,2.7,120351,322738,35659,4.3,47.9
160019955,Del Norte,USA,9,22529,41.2,9648,2.3,55738,12338,920,4.6,47.8
160019959,El Dorado,USA,9,166914,43,67899,2.5,100558,84823,6799,4.4,78.1
160019963,Fresno,USA,9,898860,34.5,300906,3,68336,373491,27186,4.5,38.2
160019965,Glenn,USA,9,26616,38.4,9906,2.7,58328,16568,897,4.3,45.4
160019970,Humboldt,USA,9,123101,40.1,53804,2.3,60104,59301,5804,4.6,45.5
160019971,Imperial,USA,9,140620,36.3,45095,3.1,61416,51439,4376,4.4,44.5
160019972,Inyo,USA,9,16412,45.2,8005,2.1,69168,10557,1177,4.7,113.8
160019976,Kern,USA,9,796108,34,264191,3,68998,300955,22381,4.5,62.9
160019977,Kings,USA,9,127130,33.6,42232,3,65361,42264,2917,4.5,41.9
160019980,Lake,USA,9,60570,43.6,26255,2.3,57606,39474,2175,4.4,47.4
160019983,Lassen,USA,9,21334,42.5,9420,2.3,67494,16327,774,4.6,53.4
160019987,Los Angeles,USA,9,9111838,37.8,3285215,2.8,88836,3191664,356478,4.6,52.9
160019989,Madera,USA,9,135161,36,44269,3.1,64347,54386,3315,4.5,50.7
160019991,Marin,USA,9,244043,43.6,104502,2.3,155710,95453,15566,4.8,33.1
160019993,Mariposa,USA,9,16734,46.6,7420,2.3,63489,12439,851,4.4,71.6
160019994,Mendocino,USA,9,80801,42.2,34081,2.4,64953,48505,4225,4.6,67.3
160019995,Merced,USA,9,248020,33.7,78933,3.1,64032,89698,5982,4.3,52.0
160019997,Modoc,USA,9,7892,45.7,3636,2.2,49964,9001,419,4.5,100.3
160019998,Mono,USA,9,9686,45.2,4883,2,78104,8780,754,4.8,115.3
160019999,Monterey,USA,9,376908,36.4,125667,3,87462,112316,14874,4.5,46.4
160020002,Napa,USA,9,126956,41.3,48928,2.6,109589,49318,7104,4.8,39.5
160020003,Nevada,USA,9,90167,46.2,40248,2.2,83549,55512,4881,4.5,70.9
160020005,Orange,USA,9,2920237,38.5,1022086,2.9,110116,857247,125667,4.7,42.6
160020007,Placer,USA,9,349522,41,138168,2.5,104204,149591,13748,4.7,48.8
160020008,Plumas,USA,9,17493,46.9,8280,2.1,67193,16534,914,4.7,65.3
160020010,Riverside,USA,9,2094938,37.2,709722,3,79663,786269,58492,4.3,88.3
160020011,Sacramento,USA,9,1395596,37.4,530300,2.6,79688,568917,46964,4.6,37.2
160020012,San Benito,USA,9,54588,37.2,17364,3.1,99376,18338,1554,4.1,62.4
160020013,San Bernardino,USA,9,1914613,35.3,621438,3.1,73594,705227,52923,4.4,74.7
160020014,San Diego,USA,9,2941237,38,1108190,2.7,95526,969554,108556,4.6,50.6
160020015,San Francisco,USA,9,790843,41.1,357612,2.2,135868,347679,47205,5.4,24.1
160020016,San Joaquin,USA,9,670197,35.8,223315,3,76067,224989,19192,4.4,48.7
160020017,San Luis Obispo,USA,9,253104,41.8,104759,2.4,88508,106433,14543,4.6,61.7
160020018,San Mateo,USA,9,703298,40,260761,2.7,147985,221618,29805,4.7,40.3
160020019,Santa Barbara,USA,9,401426,37.7,143556,2.8,96629,122666,18739,4.7,77.6
160020020,Santa Clara,USA,9,1774439,37.8,628351,2.8,142649,490400,65102,4.8,36.5
160020021,Santa Cruz,USA,9,245257,40.2,95203,2.6,102631,89912,11571,4.6,35.0
160020022,Shasta,USA,9,166171,41.9,70370,2.4,64865,89934,7570,4.6,39.8
160020024,Sierra,USA,9,2336,52.1,1207,1.9,69813,2966,109,4.5,113.9
160020025,Siskiyou,USA,9,41948,44.7,18991,2.2,56170,28966,2141,4.6,67.1
160020026,Solano,USA,9,401482,38.4,146905,2.7,89404,134638,12232,4.3,50.0
160020027,Sonoma,USA,9,467342,41.4,189592,2.5,95661,204733,22943,4.5,44.1
160020028,Stanislaus,USA,9,500988,35.9,170720,2.9,71313,176640,14834,4.4,39.2
160020030,Sutter,USA,9,93600,36.6,32123,2.9,72036,36417,3141,4.4,36.6
160020031,Tehama,USA,9,59678,40.6,23668,2.5,59724,35299,1955,4.3,61.5
160020033,Trinity,USA,9,11542,47.5,5461,2.1,52820,10971,324,4.6,78.1
160020034,Tulare,USA,9,431055,33.4,134759,3.2,62410,158532,10945,4.4,46.7
160020035,Tuolumne,USA,9,51003,45.3,22219,2.3,73438,33358,2456,4.6,45.1
160020038,Ventura,USA,9,773886,38.7,269212,2.9,107612,253711,30666,4.5,53.2
160020046,Yolo,USA,9,193743,36,72720,2.7,87429,67775,5956,4.8,41.8
160020047,Yuba,USA,9,72432,35.3,25821,2.8,64982,28858,1598,4.3,47.9
160020048,Adams,USA,9,456558,34.6,161981,2.8,78525,163077,14070,4.3,34.2
160020049,Alamosa,USA,9,14855,35.8,5993,2.5,49421,8223,972,5.0,26.5
160020052,Arapahoe,USA,9,591391,37.3,234536,2.5,93784,299779,26763,4.6,29.0
160020053,Archuleta,USA,9,12248,44.3,5531,2.2,65417,9536,705,4.6,41.3
160020054,Baca,USA,9,3463,44.3,1602,2.2,50510,4522,236,4.6,60.6
160020056,Bent,USA,9,4531,38.8,1751,2.6,47272,3916,159,4.5,58.8
160020059,Boulder,USA,9,295045,38.4,124747,2.4,103340,137265,16507,5.0,32.7
160020061,Broomfield,USA,9,65132,37.4,25856,2.5,106430,30676,2612,4.8,31.2
160020067,Chaffee,USA,9,17389,46.1,7880,2.2,68668,12130,1324,4.7,48.8
160020069,Cheyenne,USA,9,1876,38.8,772,2.4,63577,2311,81,4.8,97.9
160020071,Clear Creek,USA,9,9070,44.8,4357,2.1,83658,4271,395,4.3,54.7
160020075,Conejos,USA,9,7426,39.4,2989,2.5,47049,6606,166,4.1,57.2
160020077,Costilla,USA,9,3200,46.7,1562,2,44277,4096,72,4.3,88.8
160020079,Crowley,USA,9,2996,38.9,1210,2.5,47048,2710,86,4.6,55.4
160020081,Custer,USA,9,4312,51,2079,2.1,55889,5201,266,4.5,61.4
160020085,Delta,USA,9,27577,44.9,12071,2.3,59302,20624,1364,4.5,47.3
160020086,Denver,USA,9,629547,36.5,286539,2.2,87115,339541,35301,5.3,23.4
160020087,Dolores,USA,9,1596,45.9,707,2.3,59149,2221,81,4.4,117.0
160020089,Douglas,USA,9,316506,36.4,113415,2.8,134021,101104,10866,4.4,38.3
160020091,Eagle,USA,9,44980,38,17678,2.5,109787,17547,2833,4.6,66.0
160020093,El Paso,USA,9,633713,36.6,248512,2.6,81054,232534,25120,4.7,28.3
160020094,Elbert,USA,9,24070,39.5,8831,2.7,115832,15248,578,3.9,76.1
160020097,Fremont,USA,9,37745,44.1,16701,2.3,58704,24846,1688,4.6,40.1
160020099,Garfield,USA,9,55432,36.8,20949,2.6,84534,23195,3102,4.6,63.3
160020101,Gilpin,USA,9,5320,44.6,2592,2.1,87562,3080,171,5.6,47.2
160020105,Grand,USA,9,12374,43.1,5699,2.2,81423,13736,712,4.7,71.0
160020109,Gunnison,USA,9,14528,38.8,6477,2.2,67816,10996,1151,4.8,52.6
160020112,Hinsdale,USA,9,811,46.6,368,2.2,67929,1685,60,4.6,103.6
160020114,Huerfano,USA,9,6230,49.6,3160,2,54090,5918,363,4.6,64.5
160020116,Jackson,USA,9,1346,42.8,593,2.3,57302,2135,79,4.5,65.0
160020117,Jefferson,USA,9,538722,40.5,227335,2.4,96645,266183,22886,4.5,33.8
160020121,Kiowa,USA,9,1223,43.4,576,2.1,54845,1964,73,4.6,82.2
160020122,Kit Carson,USA,9,7259,40.5,2992,2.4,61810,6858,460,4.6,59.5
160020124,La Plata,USA,9,49124,41.2,21758,2.3,81623,27736,3422,4.8,38.9
160020125,Lake,USA,9,6864,40.6,3283,2.1,58951,4272,367,4.4,45.0
160020127,Larimer,USA,9,313887,38.6,130155,2.4,84754,135850,14692,4.7,36.8
160020128,Las Animas,USA,9,14249,42.2,6303,2.3,54418,11539,673,4.6,53.8
160020130,Lincoln,USA,9,3319,45.1,1469,2.3,62990,4227,283,5.0,86.5
160020133,Logan,USA,9,18143,40.4,8137,2.2,61558,12805,1050,4.7,37.2
160020138,Mesa,USA,9,142968,40.1,60355,2.4,66292,69595,6360,4.6,32.2
160020140,Mineral,USA,9,806,50.2,404,2,67485,1854,77,4.6,70.9
160020141,Moffat,USA,9,12281,38,5076,2.4,67828,8325,736,4.5,62.3
160020143,Montezuma,USA,9,23631,43,10501,2.3,59095,17560,1294,4.5,44.4
160020144,Montrose,USA,9,39858,42.3,16886,2.4,56820,23134,1927,4.5,40.1
160020147,Morgan,USA,9,28334,37.5,10520,2.7,64280,15083,1293,4.6,34.7
160020151,Otero,USA,9,18426,38.6,7469,2.5,46401,11400,953,4.5,35.8
160020153,Ouray,USA,9,4540,48.9,2203,2.1,72617,3674,320,4.7,66.1
160020154,Park,USA,9,15676,46.5,7377,2.1,75200,14679,386,4.0,103.2
160020156,Phillips,USA,9,3972,40.4,1693,2.3,66053,3969,317,4.7,40.0
160020159,Pitkin,USA,9,14854,44,7317,2,105711,8879,1995,5.8,44.5
160020162,Prowers,USA,9,12233,37.9,4908,2.5,54394,8242,651,4.6,33.7
160020163,Pueblo,USA,9,151335,40.1,63364,2.4,56788,77566,5856,4.5,26.7
160020167,Rio Blanco,USA,9,6007,37.4,2409,2.5,69479,4946,383,4.8,75.7
160020168,Rio Grande,USA,9,10964,40.3,4738,2.3,52540,9254,646,4.4,55.2
160020170,Routt,USA,9,21513,40.3,9473,2.3,90784,12907,1653,4.8,45.1
160020171,Saguache,USA,9,6383,41.4,2624,2.4,51615,5734,164,4.3,93.2
160020173,San Juan,USA,9,533,41.5,255,2.1,63741,570,102,4.6,67.5
160020176,San Miguel,USA,9,6924,42.6,3284,2.1,82758,4222,555,5.0,55.4
160020182,Sedgwick,USA,9,2128,44.2,990,2.1,55693,2577,168,4.6,49.2
160020188,Summit,USA,9,21019,41,9390,2.2,94889,12893,1679,5.0,35.0
160020192,Teller,USA,9,23269,43.8,10071,2.3,80318,13574,897,4.3,45.8
160020203,Washington,USA,9,4888,41.4,2011,2.4,62708,5929,206,4.3,93.1
160020207,Weld,USA,9,272190,35.7,99596,2.7,80996,119911,8691,4.4,54.1
160020210,Yuma,USA,9,9266,40,4045,2.3,56809,9406,611,4.7,76.8
160022619,Fairfield,USA,9,881574,39.6,336709,2.6,142714,263354,45339,4.8,41.2
160022642,Hartford,USA,9,834231,40.3,347719,2.4,94595,300995,39793,4.9,35.1
160022667,Litchfield,USA,9,176996,43.6,74437,2.4,98319,75228,8642,4.4,59.3
160022676,Middlesex,USA,9,153809,43.4,66452,2.3,105603,68966,7855,4.6,49.7
160022691,New Haven,USA,9,763767,41.2,326284,2.3,88416,286491,36056,4.7,42.4
160022692,New London,USA,9,252898,41.1,106800,2.4,89757,103517,10767,4.7,39.9
160022756,Tolland,USA,9,130825,41.2,54709,2.4,101694,55120,4014,4.3,48.3
160022778,Windham,USA,9,107241,40.7,44393,2.4,75878,46432,3508,4.4,50.4
160022655,Kent,USA,9,162532,38.8,63224,2.6,71777,63152,6270,4.5,40.9
160022690,New Castle,USA,9,492331,39.4,202079,2.4,88763,169295,22156,4.7,26.3
160022752,Sussex,USA,9,202457,45,86198,2.3,75492,114743,8182,4.6,45.1
160022608,District of Columbia,USA,9,568364,38.3,277416,2,116077,527026,41107,4.7,9.9
160021181,Alachua,USA,9,213012,38.3,97278,2.2,65782,115639,9693,4.8,30.1
160021182,Baker,USA,9,23020,37.9,8271,2.8,68483,11308,667,4.2,54.6
160021183,Bay,USA,9,160816,40.6,68595,2.3,66317,82679,8746,4.7,29.0
160021184,Bradford,USA,9,21380,41.8,8963,2.4,56726,11662,763,4.3,51.2
160021185,Brevard,USA,9,508671,45.1,226708,2.2,68637,251927,21243,4.6,45.1
160021186,Broward,USA,9,1655965,40.3,674208,2.5,77935,729485,85254,4.5,37.1
160021187,Calhoun,USA,9,10772,42.4,4568,2.4,46534,7434,415,4.3,50.3
160021188,Charlotte,USA,9,153562,53.6,74752,2.1,63303,88848,7833,4.5,34.8
160021189,Citrus,USA,9,131466,51.1,62366,2.1,54007,78441,4975,4.5,39.3
160021190,Clay,USA,9,191813,39,71738,2.7,75971,79672,5907,4.2,40.6
160021191,Collier,USA,9,313980,47.9,137721,2.3,97306,173886,18259,4.7,33.3
160021192,Columbia,USA,9,57169,41.4,24678,2.3,58849,29526,2364,4.6,43.5
160021193,Desoto,USA,9,29883,40.3,11726,2.5,47664,15238,932,4.5,33.9
160021194,Dixie,USA,9,14571,44.7,6413,2.3,49259,8371,316,4.4,58.0
160021195,Duval,USA,9,814063,38.5,346780,2.3,69988,351709,40388,4.8,30.4
160021196,Escambia,USA,9,252251,42.4,117548,2.1,61752,130382,13094,4.8,27.2
160021197,Flagler,USA,9,90926,48,39313,2.3,64203,45762,3108,4.3,39.6
160021198,Franklin,USA,9,9626,43.5,4325,2.2,61275,7607,665,4.7,52.0
160021199,Gadsden,USA,9,42984,39.9,17264,2.5,50445,19518,1441,4.2,44.2
160021200,Gilchrist,USA,9,15835,41.7,6395,2.5,55799,7876,387,4.1,54.5
